figure_id,calculation_id,formula,inputs_json,result,unit,decimals
F.16,general_denunciar_ante_la_policia_cibernetica,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 2091.1871707205737, ""denominador"": 6398.503797308887}",32.68244009795063,porcentaje,1
F.16,mujeres_denunciar_ante_la_policia_cibernetica,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 1096.6051276352648, ""denominador"": 3298.9415039604382}",33.24112071459196,porcentaje,1
F.16,hombres_denunciar_ante_la_policia_cibernetica,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 994.5820430853091, ""denominador"": 3099.562293348448}",32.08782237478005,porcentaje,1
F.16,general_denunciar_a_otras_autoridades,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 1938.185992334632, ""denominador"": 6398.503797308887}",30.29123766637137,porcentaje,1
F.16,mujeres_denunciar_a_otras_autoridades,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 942.4334401225652, ""denominador"": 3298.9415039604382}",28.567752383337414,porcentaje,1
F.16,hombres_denunciar_a_otras_autoridades,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 995.7525522120666, ""denominador"": 3099.562293348448}",32.12558606577828,porcentaje,1
F.16,general_bloquear_a_la_persona,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 1931.683738495084, ""denominador"": 6398.503797308887}",30.189616192890607,porcentaje,1
F.16,mujeres_bloquear_a_la_persona,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 971.4199821752761, ""denominador"": 3298.9415039604382}",29.44641428194677,porcentaje,1
F.16,hombres_bloquear_a_la_persona,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 960.263756319808, ""denominador"": 3099.562293348448}",30.980624534648015,porcentaje,1
F.16,general_denunciar_en_la_plataforma_o_red_social,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 1076.424517489597, ""denominador"": 6398.503797308887}",16.823066010249534,porcentaje,1
F.16,mujeres_denunciar_en_la_plataforma_o_red_social,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 562.2649915570802, ""denominador"": 3298.9415039604382}",17.04379998499734,porcentaje,1
F.16,hombres_denunciar_en_la_plataforma_o_red_social,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 514.1595259325168, ""denominador"": 3099.562293348448}",16.58813333211225,porcentaje,1
F.16,general_cerrar_la_cuenta,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 971.4814586441163, ""denominador"": 6398.503797308887}",15.182947286093764,porcentaje,1
F.16,mujeres_cerrar_la_cuenta,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 508.70562154966615, ""denominador"": 3298.9415039604382}",15.420268014420865,porcentaje,1
F.16,hombres_cerrar_la_cuenta,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 462.7758370944501, ""denominador"": 3099.562293348448}",14.930360912169787,porcentaje,1
F.16,general_ignorar_o_no_hacer_algo,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 796.3683252899449, ""denominador"": 6398.503797308887}",12.446164767845964,porcentaje,1
F.16,mujeres_ignorar_o_no_hacer_algo,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 348.7196255080014, ""denominador"": 3298.9415039604382}",10.57065198304842,porcentaje,1
F.16,hombres_ignorar_o_no_hacer_algo,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 447.64869978194355, ""denominador"": 3099.562293348448}",14.442319831499498,porcentaje,1
F.16,general_cambiar_numero_de_telefono,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 751.5797824575506, ""denominador"": 6398.503797308887}",11.746180142514778,porcentaje,1
F.16,mujeres_cambiar_numero_de_telefono,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 422.3183714581269, ""denominador"": 3298.9415039604382}",12.801632613101086,porcentaje,1
F.16,hombres_cambiar_numero_de_telefono,sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 329.2614109994236, ""denominador"": 3099.562293348448}",10.622835737355791,porcentaje,1
F.16,"general_acudir_con_familiares,_amistades_o_pareja",sum(factor de respuestas Sí del segmento) / sum(factor del segmento elegible) * 100,"{""archivo"": ""Tercera Encuesta 2023_Int&TV.xlsx"", ""numerador"": 435.6245025493887, ""denominador"": 6398.503797308887}",6.808224490428618,porcentaje,1
