order,figure_id,status,message,script_path,output_path,started_at,finished_at,duration_seconds
33,B.23,OK,Gráfica generada y verificada.,scripts\figures\figura_b_23.py,build\figures\B\figura_b_23.png,2026-09-21T16:10:43+00:00,2026-09-21T16:10:52+00:00,8.29
