order,figure_id,status,message,script_path,output_path,started_at,finished_at,duration_seconds
33,B.23,ERROR,OSError: [Errno 22] Invalid argument: 'C:\\Users\\gustavo.garcia\\Documents\\GitHub\\Anuario-Estadistico-2026-7\\build\\figures\\B\\figura_b_23.png',scripts\figures\figura_b_23.py,build\figures\B\figura_b_23.png,2026-09-21T16:10:32+00:00,2026-09-21T16:10:40+00:00,8.284
