categoria,general_pct,mujeres_pct,hombres_pct
Denunciar ante la Policía Cibernética,32.68244009795063,33.24112071459196,32.08782237478005
Denunciar a otras autoridades,30.29123766637137,28.567752383337414,32.12558606577828
Bloquear a la persona,30.189616192890607,29.44641428194677,30.980624534648015
Denunciar en la plataforma o red social,16.823066010249534,17.04379998499734,16.58813333211225
Cerrar la cuenta,15.182947286093764,15.420268014420865,14.930360912169787
Ignorar o no hacer algo,12.446164767845964,10.57065198304842,14.442319831499498
Cambiar número de teléfono,11.746180142514778,12.801632613101086,10.622835737355791
"Acudir con familiares, amistades o pareja",6.808224490428618,6.575720320808898,7.0556844807144525
No sabe / no contestó,6.32669484105173,6.848323927731828,5.771511985906418
