categoria,mujeres_pct,hombres_pct
"Niños, niñas y adolescentes",58.36818844063546,54.091629656314296
Mujeres,43.01348373079218,43.49867403850231
Personas adultas mayores,10.079802525560252,11.49057631686359
Personas con discapacidad,10.098916358478084,9.768681138973054
Personas de la comunidad LGBTIQ+,8.315549052288137,9.745268412824599
Personas indígenas,5.107841563804682,5.495439362982318
Hombres,4.371105049436857,5.61616644688354
Personas afrodescendientes,3.1293939994862114,4.274361156712491
Todas las personas son vulnerables,28.411086865682922,29.771531955982084
