periodo,sector,scian,mujeres,hombres,total,mujeres_pct,hombres_pct
2026-T2,Radiodifusión,515,13175,23546,36721,35.8786525421421,64.12134745785791
2026-T2,Telecomunicaciones,517,74072,168276,242348,30.564312476273788,69.4356875237262
