folio,entidad,fij_mov,edad,edad_gpos,sexo,hogar_int,prov_internet_1,prov_internet_2,prov_internet_3,prov_internet_4,prov_internet_5,prov_internet_8,prov_internet_9,o_prov_internet,o_prov_internet_original,no_int_1,no_int_2,no_int_3,no_int_4,no_int_5,no_int_6,no_int_8,no_int_9,o_no_int,o_no_int_original,uso_internet,no_uso_internet_1,no_uso_internet_2,no_uso_internet_3,no_uso_internet_4,no_uso_internet_5,no_uso_internet_6,no_uso_internet_7,no_uso_internet_8,no_uso_internet_98,no_uso_internet_99,o_no_uso_internet,o_no_uso_internet_original,tiempo_int,facil_uso_int,o_facil_uso_int,o_facil_uso_int_original,apren_uso_int_1,apren_uso_int_2,apren_uso_int_3,apren_uso_int_4,apren_uso_int_5,apren_uso_int_6,apren_uso_int_8,apren_uso_int_9,o_apren_uso_int,o_apren_uso_int_original,busq_info_1,busq_info_2,busq_info_3,busq_info_4,busq_info_5,busq_info_8,busq_info_9,o_busq_info,o_busq_info_original,busq_tram_1,busq_tram_2,busq_tram_3,busq_tram_4,busq_tram_8,busq_tram_9,o_busq_tram,o_busq_tram_original,t_telint,u_telint,c_telint,t_tv,u_tv,c_tv,t_comp,u_comp,c_comp,t_tablet,u_tablet,c_tablet,t_consola,u_consola,c_consola,no_telint_1,no_telint_2,no_telint_3,no_telint_4,no_telint_5,no_telint_6,no_telint_7,no_telint_8,no_telint_98,no_telint_99,o_no_telint,o_no_telint_original,ui_email,ni_email_1,ni_email_2,ni_email_3,ni_email_4,ni_email_8,ni_email_9,o_ni_email,o_ni_email_original,di_email_1,di_email_2,di_email_3,di_email_4,di_email_5,di_email_8,di_email_9,o_di_email,o_di_email_original,f_email,o_f_email,o_f_email_original,seg_email,ns_email_1,ns_email_2,ns_email_3,ns_email_4,ns_email_5,ns_email_6,ns_email_8,ns_email_9,o_ns_email,o_ns_email_original,ui_mens,ni_mens_1,ni_mens_2,ni_mens_3,ni_mens_4,ni_mens_8,ni_mens_9,o_ni_mens,o_ni_mens_original,di_mens_1,di_mens_2,di_mens_3,di_mens_4,di_mens_5,di_mens_8,di_mens_9,o_di_mens,o_di_mens_original,f_mens,o_f_mens,o_f_mens_original,seg_mens,ns_mens_1,ns_mens_2,ns_mens_3,ns_mens_4,ns_mens_5,ns_mens_6,ns_mens_8,ns_mens_9,o_ns_mens,o_ns_mens_original,ui_comp,ni_comp_1,ni_comp_2,ni_comp_3,ni_comp_4,ni_comp_8,ni_comp_9,o_ni_comp,o_ni_comp_original,di_comp_1,di_comp_2,di_comp_3,di_comp_4,di_comp_5,di_comp_8,di_comp_9,o_di_comp,o_di_comp_original,f_comp,o_f_comp,o_f_comp_original,seg_comp,ns_comp_1,ns_comp_2,ns_comp_3,ns_comp_4,ns_comp_5,ns_comp_6,ns_comp_8,ns_comp_9,o_ns_comp,o_ns_comp_original,ui_banca,ni_banca_1,ni_banca_2,ni_banca_3,ni_banca_4,ni_banca_8,ni_banca_9,o_ni_banca,o_ni_banca_original,di_banca_1,di_banca_2,di_banca_3,di_banca_4,di_banca_5,di_banca_8,di_banca_9,o_di_banca,o_di_banca_original,f_banca,o_f_banca,o_f_banca_original,seg_banca,ns_banca_1,ns_banca_2,ns_banca_3,ns_banca_4,ns_banca_5,ns_banca_6,ns_banca_8,ns_banca_9,o_ns_banca,o_ns_banca_original,ui_gob,ni_gob_1,ni_gob_2,ni_gob_3,ni_gob_4,ni_gob_8,ni_gob_9,o_ni_gob,o_ni_gob_original,di_gob_1,di_gob_2,di_gob_3,di_gob_4,di_gob_5,di_gob_8,di_gob_9,o_di_gob,o_di_gob_original,f_gob,o_f_gob,o_f_gob_original,seg_gob,ns_gob_1,ns_gob_2,ns_gob_3,ns_gob_4,ns_gob_5,ns_gob_6,ns_gob_8,ns_gob_9,o_ns_gob,o_ns_gob_original,ui_noticias,ni_noticias_1,ni_noticias_2,ni_noticias_3,ni_noticias_4,ni_noticias_8,ni_noticias_9,o_ni_noticias,o_ni_noticias_original,di_noticias_1,di_noticias_2,di_noticias_3,di_noticias_4,di_noticias_5,di_noticias_8,di_noticias_9,o_di_noticias,o_di_noticias_original,f_noticias,o_f_noticias,o_f_noticias_original,seg_noticias,ns_noticias_1,ns_noticias_2,ns_noticias_3,ns_noticias_4,ns_noticias_5,ns_noticias_6,ns_noticias_8,ns_noticias_9,o_ns_noticias,o_ns_noticias_original,ui_redes,ni_redes_1,ni_redes_2,ni_redes_3,ni_redes_4,ni_redes_8,ni_redes_9,o_ni_redes,o_ni_redes_original,di_redes_1,di_redes_2,di_redes_3,di_redes_4,di_redes_5,di_redes_8,di_redes_9,o_di_redes,o_di_redes_original,f_redes,o_f_redes,o_f_redes_original,seg_redes,ns_redes_1,ns_redes_2,ns_redes_3,ns_redes_4,ns_redes_5,ns_redes_6,ns_redes_8,ns_redes_9,o_ns_redes,o_ns_redes_original,ui_media,ni_media_1,ni_media_2,ni_media_3,ni_media_4,ni_media_8,ni_media_9,o_ni_media,o_ni_media_original,di_media_1,di_media_2,di_media_3,di_media_4,di_media_5,di_media_8,di_media_9,o_di_media,o_di_media_original,f_media,o_f_media,o_f_media_original,seg_media,ns_media_1,ns_media_2,ns_media_3,ns_media_4,ns_media_5,ns_media_6,ns_media_8,ns_media_9,o_ns_media,o_ns_media_original,nu_mens,nu_h_mens,nu_no_mens_1,nu_no_mens_2,nu_no_mens_3,nu_no_mens_4,nu_no_mens_5,nu_no_mens_6,nu_no_mens_8,nu_no_mens_9,o_nu_no_mens,o_nu_no_mens_original,nu_seg_mens,nu_noseg_mens_1,nu_noseg_mens_2,nu_noseg_mens_3,nu_noseg_mens_4,nu_noseg_mens_5,nu_noseg_mens_6,nu_noseg_mens_8,nu_noseg_mens_9,o_nu_noseg_mens,o_nu_noseg_mens_original,nu_comp,nu_h_comp,nu_no_comp_1,nu_no_comp_2,nu_no_comp_3,nu_no_comp_4,nu_no_comp_5,nu_no_comp_6,nu_no_comp_8,nu_no_comp_9,o_nu_no_comp,o_nu_no_comp_original,nu_seg_comp,nu_noseg_comp_1,nu_noseg_comp_2,nu_noseg_comp_3,nu_noseg_comp_4,nu_noseg_comp_5,nu_noseg_comp_6,nu_noseg_comp_8,nu_noseg_comp_9,o_nu_noseg_comp,o_nu_noseg_comp_original,nu_banca,nu_h_banca,nu_no_banca_1,nu_no_banca_2,nu_no_banca_3,nu_no_banca_4,nu_no_banca_5,nu_no_banca_6,nu_no_banca_8,nu_no_banca_9,o_nu_no_banca,o_nu_no_banca_original,nu_seg_banca,nu_noseg_banca_1,nu_noseg_banca_2,nu_noseg_banca_3,nu_noseg_banca_4,nu_noseg_banca_5,nu_noseg_banca_6,nu_noseg_banca_8,nu_noseg_banca_9,o_nu_noseg_banca,o_nu_noseg_banca_original,nu_gob,nu_h_gob,nu_no_gob_1,nu_no_gob_2,nu_no_gob_3,nu_no_gob_4,nu_no_gob_5,nu_no_gob_6,nu_no_gob_8,nu_no_gob_9,o_nu_no_gob,o_nu_no_gob_original,nu_seg_gob,nu_noseg_gob_1,nu_noseg_gob_2,nu_noseg_gob_3,nu_noseg_gob_4,nu_noseg_gob_5,nu_noseg_gob_6,nu_noseg_gob_8,nu_noseg_gob_9,o_nu_noseg_gob,o_nu_noseg_gob_original,nu_noticias,nu_h_noticias,nu_no_noticias_1,nu_no_noticias_2,nu_no_noticias_3,nu_no_noticias_4,nu_no_noticias_5,nu_no_noticias_6,nu_no_noticias_8,nu_no_noticias_9,o_nu_no_noticias,o_nu_no_noticias_original,nu_seg_noticias,nu_noseg_noticias_1,nu_noseg_noticias_2,nu_noseg_noticias_3,nu_noseg_noticias_4,nu_noseg_noticias_5,nu_noseg_noticias_6,nu_noseg_noticias_8,nu_noseg_noticias_9,o_nu_noseg_noticias,o_nu_noseg_noticias_original,nu_media,nu_h_media,nu_no_media_1,nu_no_media_2,nu_no_media_3,nu_no_media_4,nu_no_media_5,nu_no_media_6,nu_no_media_8,nu_no_media_9,o_nu_no_media,o_nu_no_media_original,nu_seg_media,nu_noseg_media_1,nu_noseg_media_2,nu_noseg_media_3,nu_noseg_media_4,nu_noseg_media_5,nu_noseg_media_6,nu_noseg_media_8,nu_noseg_media_9,o_nu_noseg_media,o_nu_noseg_media_original,rescate_internet,datp_per_tdatp,datp_per_infor,datp_emp_tdatp,datp_emp_vdatp,datp_gob_tdatp,datpi_ext_acti,datpi_emp_tdat,datpi_rob_datp,datp_dat_fraud,datpt_rob_teli,confd_iayud,confd_ifaci,confd_isegu,confd_iconp,confd_inotv,confd_comlb,confd_segbi,confd_danio,confd_msegp,confd_gmien,confd_irobi,confdn_iayud,confdn_ifaci,confdn_isegu,confdn_iconp,confdn_inotv,confdn_comlb,confdn_segbi,confdn_danio,confdn_msegp,confdn_gmien,confdn_irobi,usa_contraseg,sab_contraseg,usa_cambcontr,sab_cambcontr,usa_conexreds,sab_conexreds,usa_novincdes,sab_novincdes,usa_verdospas,sab_verdospas,medidas_protecc,e_medidas_protecc,e_medidas_protecc_original,expp_mensnd,expf_mensnd,pree_mensnd,prev_mensnd,expp_pubipi,expf_pubipi,pree_pubipi,prev_pubipi,expp_menexp,expf_menexp,pree_menexp,prev_menexp,expp_datpre,expf_datpre,pree_datpre,prev_datpre,expp_robcon,expf_robcon,pree_robcon,prev_robcon,expp_frauci,expf_frauci,pree_frauci,prev_frauci,us_exp_neg,camb_noaplica,camb_nocompra,camb_nopersonal,camb_msegurid,camb_nointernet,camb_otra,e_camb_otra,e_camb_otra_original,conf_gen,conf_med,conf_pol,conf_eje,conf_int,conf_pro,conf_red,conf_ban,conf_goo,conf_iar,ocupacion,o_ocupacion,o_ocupacion_original,estudios,parentesco,sexo_jef_hog,edad_jef_hog,estudios_jef_hog,lengua_indigena,tam_hogar,trabajadores,banos,vehiculos,dormir,pers_celular,refri,lavadora,t_fijo,ingresos,nse_amai,fac_per,fac_per_n,fac_hog,fac_hog_n,fac_per_entero,fac_hog_entero
2024011003,1,1,21,1,2,1,0,0,1,0,0,0,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,,,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,,,0,0,0,1,0,0,,,1,1,2,1,1,2,0,NA,NA,0,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,1,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,,,NA,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,3,,,3,0,1,0,0,0,0,0,0,,,0,1,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,,,NA,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,4,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,0,0,0,1,0,FALTA DE TIEMPO Y NO LE INTERESA,tiempos y no me llama la atencion,NA,NA,NA,NA,NA,NA,NA,,,NA,,,9,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,0,1,0,0,0,0,0,,,3,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,3,5,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,0,1,1,NA,1,BLOQUEO DE LA TARJETA SIM,bloqueo de la tarjeta sim,1,NA,NA,4,1,NA,NA,2,1,NA,NA,2,0,0,2,9,0,1,1,9,1,NA,NA,2,1,0,0,1,1,0,0,,,2,4,3,3,4,3,3,4,2,3,1,,,8,4,0,50,5,0,8,4,2,2,6,8,1,1,1,4,1,4116.700956,0.206877257,1340.147692,0.195731042,4117,1340
2024011013,1,1,28,2,1,1,0,1,0,0,0,0,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,8,1,,,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,GOOGLE,google,0,0,0,0,1,0,SECRETARIA CORRESPONDIENTE Y GOOGLE,secretaria correspondiente y google ,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,1,0,0,0,,,4,,,3,1,0,0,0,0,1,0,0,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,4,0,0,0,1,0,1,0,0,,,0,1,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,,,NA,,,4,0,0,0,0,0,0,1,0,ENVÍAS EL DINERO Y NO RECIBES EL PRODUCTO,envias el dinero y no recibes el producto ,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,3,,,4,0,0,0,0,1,0,0,0,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,4,,,4,0,0,0,0,0,1,0,0,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,4,1,0,0,0,0,0,0,0,,,1,NA,NA,NA,NA,NA,NA,,,0,1,0,0,0,0,0,,,3,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,3,2,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,1,1,NA,1,NA,0,,,1,NA,NA,1,0,1,1,9,1,NA,NA,1,0,1,1,9,0,1,1,9,0,1,1,9,1,0,0,0,1,0,0,,,1,1,1,1,1,3,1,2,2,3,1,,,10,1,NA,NA,NA,0,4,1,1,2,2,2,1,1,1,8,2,13272.36256,0.66697824,4320.674793,0.631042523,13272,4321
2024011005,1,1,38,3,1,1,1,0,0,0,0,0,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,,,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,,,0,0,0,1,0,0,,,1,1,2,1,1,3,0,NA,NA,1,1,2,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,3,,,4,1,0,0,0,0,0,0,0,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,4,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,4,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,0,1,0,0,0,0,0,,,3,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,NA,0,0,1,NA,0,,,1,NA,NA,1,0,0,1,9,0,0,1,9,0,0,1,9,1,NA,NA,1,0,0,1,9,1,1,0,1,1,0,0,,,5,1,1,1,9,4,9,4,4,9,6,,,10,2,0,42,10,0,6,2,3,1,2,2,1,1,1,3,1,6410.223705,0.322134036,2086.779339,0.304777972,6410,2087
2024011002,1,1,38,3,1,1,0,1,0,0,0,0,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,,,0,0,0,0,1,0,0,0,,,0,0,0,0,1,0,0,,,0,0,0,1,0,0,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,0,0,0,1,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,3,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,0,0,1,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,0,0,1,0,0,0,0,,,3,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,0,1,0,0,0,0,0,,,3,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,1,2,3,3,3,2,2,3,3,2,3,1,1,1,1,3,1,1,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,0,1,1,NA,0,,,1,NA,NA,2,0,0,4,9,0,0,4,9,0,1,2,9,0,1,2,9,1,NA,NA,2,1,0,0,0,1,0,0,,,4,4,4,4,5,5,4,4,4,4,3,,,8,3,0,65,8,0,8,6,3,6,7,8,1,1,1,4,1,3067.266255,0.15413984,998.515519,0.145835033,3067,999
2024011012,1,1,39,3,1,1,0,0,0,1,0,0,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,2,,,0,0,0,0,0,0,1,0,CON EL CORREO Y FACEBOOK,con el correo y el face,0,0,0,0,0,1,0,GOOGLE,google,0,0,0,0,1,0,GOOGLE,google,1,1,3,1,1,3,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,1,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,4,,,3,0,1,0,0,0,0,0,0,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,3,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,4,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,1,0,0,1,0,NO LE INTERESA,no me llama la atencion ,NA,NA,NA,NA,NA,NA,NA,,,NA,,,9,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,1,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,4,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,0,1,NA,1,HUELLA DIGITAL Y FACIAL,huella digital y facial,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,1,1,9,0,1,1,9,1,NA,NA,1,1,1,0,0,1,0,0,,,4,4,4,4,4,4,4,4,4,2,1,,,5,2,0,42,5,0,4,2,1,1,1,4,1,1,1,2,4,11855.58742,0.595780803,3859.458893,0.56368109,11856,3859
2024011007,1,1,42,3,1,1,0,1,0,0,0,0,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,8,1,,,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,,,0,0,0,1,0,0,,,1,1,2,1,1,3,1,1,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,4,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,0,1,1,0,0,,,NA,NA,NA,NA,NA,NA,NA,,,NA,,,4,0,0,0,1,0,0,0,0,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,3,,,4,1,0,0,0,0,0,0,0,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,4,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,4,0,1,0,0,0,0,0,0,,,1,NA,NA,NA,NA,NA,NA,,,1,0,0,0,0,0,0,,,1,,,4,0,0,0,0,1,0,0,0,,,1,NA,NA,NA,NA,NA,NA,,,1,1,0,0,0,0,0,,,1,,,4,0,1,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,,,1,1,1,1,1,4,1,3,1,1,1,1,2,4,2,2,2,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,0,0,8,NA,0,,,1,NA,NA,1,0,1,1,9,1,NA,NA,1,0,1,1,9,0,1,1,9,0,1,1,9,1,1,1,1,1,0,0,,,2,1,1,1,1,1,1,1,1,1,1,,,10,2,0,35,10,0,5,2,1,1,3,3,1,1,1,1,2,11205.48621,0.563111159,3647.825439,0.532771634,11205,3648
