figure_id,calculation_id,formula,inputs_json,result,unit,decimals
D.1,disponibilidad_2010_1,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2010, ""indicador"": ""Equipo de cómputo"", ""origen"": ""tabulado nacional INEGI""}",29.791100157622985,porcentaje de hogares,2
D.1,disponibilidad_2010_2,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2010, ""indicador"": ""Aparatos de radio"", ""origen"": ""tabulado nacional INEGI""}",82.54428472044852,porcentaje de hogares,2
D.1,disponibilidad_2010_3,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2010, ""indicador"": ""Televisor analógico"", ""origen"": ""tabulado nacional INEGI""}",93.5497733815656,porcentaje de hogares,2
D.1,disponibilidad_2010_4,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2010, ""indicador"": ""Televisor digital"", ""origen"": ""tabulado nacional INEGI""}",13.924444423078764,porcentaje de hogares,2
D.1,disponibilidad_2010_5,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2010, ""indicador"": ""Teléfono celular"", ""origen"": ""serie MODUTIH publicada en Anuario 2024""}",71.0,porcentaje de hogares,2
D.1,disponibilidad_2011_1,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2011, ""indicador"": ""Equipo de cómputo"", ""origen"": ""tabulado nacional INEGI""}",30.036327193206684,porcentaje de hogares,2
D.1,disponibilidad_2011_2,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2011, ""indicador"": ""Aparatos de radio"", ""origen"": ""tabulado nacional INEGI""}",80.9710302151176,porcentaje de hogares,2
D.1,disponibilidad_2011_3,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2011, ""indicador"": ""Televisor analógico"", ""origen"": ""tabulado nacional INEGI""}",93.38888203436326,porcentaje de hogares,2
D.1,disponibilidad_2011_4,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2011, ""indicador"": ""Televisor digital"", ""origen"": ""tabulado nacional INEGI""}",16.6478609156225,porcentaje de hogares,2
D.1,disponibilidad_2011_5,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2011, ""indicador"": ""Teléfono celular"", ""origen"": ""serie MODUTIH publicada en Anuario 2024""}",62.0,porcentaje de hogares,2
D.1,disponibilidad_2012_1,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2012, ""indicador"": ""Equipo de cómputo"", ""origen"": ""tabulado nacional INEGI""}",32.19471708078546,porcentaje de hogares,2
D.1,disponibilidad_2012_2,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2012, ""indicador"": ""Aparatos de radio"", ""origen"": ""tabulado nacional INEGI""}",79.27451698505756,porcentaje de hogares,2
D.1,disponibilidad_2012_3,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2012, ""indicador"": ""Televisor analógico"", ""origen"": ""tabulado nacional INEGI""}",91.05624653296556,porcentaje de hogares,2
D.1,disponibilidad_2012_4,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2012, ""indicador"": ""Televisor digital"", ""origen"": ""tabulado nacional INEGI""}",22.46088454293959,porcentaje de hogares,2
D.1,disponibilidad_2012_5,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2012, ""indicador"": ""Teléfono celular"", ""origen"": ""serie MODUTIH publicada en Anuario 2024""}",65.0,porcentaje de hogares,2
D.1,disponibilidad_2013_1,sum(FAC_HOG donde el hogar dispone del equipo) / sum(FAC_HOG) * 100,"{""anio"": 2013, ""indicador"": ""Equipo de cómputo"", ""origen"": ""tabulado nacional INEGI""}",35.7928577435681,porcentaje de hogares,2
