order,figure_id,status,message,script_path,output_path,started_at,finished_at,duration_seconds
1,A.1,OK,Gráfica generada y verificada.,scripts\figures\figura_a_1.py,build\figures\A\figura_a_1.png,2026-09-17T22:42:34+00:00,2026-09-17T22:42:37+00:00,2.816
