order,figure_id,status,message,script_path,output_path,started_at,finished_at,duration_seconds
72,F.1.1,OK,Gráfica generada y verificada.,scripts\figures\figura_f_1_1.py,build\figures\F\figura_f_1_1.png,2026-09-17T23:54:32+00:00,2026-09-17T23:54:33+00:00,0.923
